=== XẾP HẠNG SELLER ===

  Hạng Seller_ID                                   Tổng DT   Số đơn       Tiền hàng       Phí VC
  2466 5a9b3bcab695173c820e53934574ae80             203.77        1          139.00        64.77
  2467 87f3e35268860433e13d577825aada95             203.48        3          161.70        41.78
  2468 aae5953b9edddf14749c0d65d60eb4b9             202.90        2          173.00        29.90
  2469 686886775c8f6b1191c7b953fb52708c             202.62        1          189.00        13.62
  2470 bb3dca718920a4d7ec3cc9ffb025108b             201.70        2          108.00        93.70
  2471 d3e7d37c0df9aef383f3f2a15b0dddfb             201.34        1          161.00        40.34
  2472 0ade5cc4a305ed7093a23f68ca47519c             201.27        2          158.88        42.39
  2473 a4e634166243bbb3a13fa584463fa468             201.18        2          155.55        45.63
  2474 5def4c3732941a971cba8fdee992ede1             201.04        5          134.80        66.24
  2475 78813699ffac347fe27dba345a5f1551             200.54        1          152.42        48.12
  2476 51a04a8a6bdcb23deccc82b0b80742cf             199.92        1          167.99        31.93
  2477 4dc2e811a1760953cb7c6a590b498943             199.84        1          175.00        24.84
  2478 c7c7b2682c648339a0e9846bb1023a39             199.68        2          168.00        31.68
  2479 88cd3681e0a2ba85e190f7d817629c4c             199.36        1          180.00        19.36
  2480 e1643dff33666ca629e3644c02738179             199.31        3          170.00        29.31
  2481 9dd459b29a14bf89d47183cf2cd0e4c7             198.82        2          180.00        18.82
  2482 b9de031b671cd48b28fae9d828cbf2b4             198.69        1          155.32        43.37
  2483 880ce4951cf857ab1d9e0b75c1d856f4             197.72        1          178.90        18.82
  2484 57df9869a600bd6b7c405f2a862eccfb             197.21        5          125.00        72.21
  2485 52a50b42accf164f9f019941e5759d9b             197.02        4          139.96        57.06
  2486 d2df77822373f19934e87694d8640767             196.40        2          155.90        40.50
  2487 94165aea8a35c3c21499cbcae239b16c             196.11        1          180.00        16.11
  2488 15ac3c501e2599e4917316fde5c5669a             195.81        1          144.20        51.61
  2489 9c57bc60cfad5ee62d35d3f1ce4593a1             195.43        1          180.00        15.43
  2490 fa5fdc4e4bb6bd1009ad0e4ac4096562             194.85        1          161.99        32.86
  2491 6a53b90c3ad9e0b56d9fe5c69165fff5             194.78        2          139.78        55.00
  2492 56f413900b5166ab4d730e9ac0b12cb0             194.24        3          151.79        42.45
  2493 7c9130f5f3729edd32aa059141d92484             193.15        3          126.00        67.15
  2494 3ea08c48e851106d2f584349daba335f             192.94        1          170.00        22.94
  2495 533d46c1b06970e99f09523a61df4972             192.62        2          159.98        32.64
  2496 4bde6149c15cf7e177b36fa060dd6de8             192.46        2          159.80        32.66
  2497 ea846a0e7ad98a741783e886d89dfa44             192.26        2          137.00        55.26
  2498 0e72c1a751b496722a6cb1f10653b62a             192.10        3          140.80        51.30
  2499 2a7c6c0b0d5efde2bf75ec1e1cec2d41             192.04        3          147.60        44.44
  2500 657969cca82e884d272385ec0ef06edd             191.56        3          139.70        51.86
  2501 6902157ee16728322d61a1321fa79e58             191.43        2          159.80        31.63
  2502 044668ccd5316b12a7cf0d54a156e3e9             191.35        3          137.80        53.55
  2503 ec2e006556300a79a5a91e4876ab3a56             191.24        4          125.20        66.04
  2504 a9b533a26e898b12e8b8d4c07279bf4d             191.06        4          119.60        71.46
  2505 dd9661d3cda1e6feb237f0c4d8b26f2e             190.98        1          174.00        16.98
  2506 fc5a0d7a310a7a41abf86a458585ff2b             190.16        2          162.80        27.36
  2507 a154d7316f158bb42e6fa18bbe3afd3a             190.13        2          139.80        50.33
  2508 26e13b6ff5b641b329e5524241ee2c93             189.68        4          119.70        69.98
  2509 8fbe2ee446b97e128471be4ce983dc0d             188.50        3          148.50        40.00
  2510 05ca864204d09595ae591b93ea9cf93d             188.42        1          179.90         8.52
  2511 4bc3d93e4a5f88a598d3d8ce4ae510b3             188.28        1          169.00        19.28
  2512 5566627eab3fe93fd6ee08798226101a             187.81        5           85.50       102.31
  2513 782f78b632a43875dd5b53e3e49c9564             187.57        2          146.01        41.56
  2514 98e164d549402270247f3c96a1a158ef             187.42        2          162.70        24.72
  2515 578fa3a9cb6b6dceab39231ad59cdaca             187.20        3          150.00        37.20
  2516 ef728fa1f17436c91ed1ccd03dcf9631             186.82        3          128.70        58.12
  2517 c8143b3069f6746a77421b5ce30a450c             185.88        1          142.47        43.41
  2518 83c8aafbefb034674a70de0eac5b8954             185.87        2          134.90        50.97
  2519 44ed138eca6214d572ce1d813fb0049b             185.80        2          129.79        56.01
  2520 7178e1eaa97257d8b6d4b80efd77a025             184.71        1          167.90        16.81
  2521 2ec6e37d992a95eaddb3369dcbcc76d9             183.94        2          159.80        24.14
  2522 5bc237df65098fe211bb4818f4d26d78             183.89        2          126.80        57.09
  2523 0daf5180aa44356f60f8effa533b55a2             183.63        2          144.80        38.83
  2524 ff82e8873fba613f2261a9acc896fd84             183.53        4          124.60        58.93
  2525 6e85dc5ecd97a61094b89b046a509d8e             182.59        1          169.90        12.69
  2526 695051e2981c8b19e77cafe450d5bdf3             182.45        1          169.76        12.69
  2527 8e4f041ff58e7845456d3482524014b3             182.39        2          133.80        48.59
  2528 8cb7c5ddf41f4d506eba76e9a4702a25             182.37        2          138.00        44.37
  2529 aa2640d851ec322526f1295bbeb20092             182.34        1          159.98        22.36
  2530 08061dc0fc165ed41288cc7acde738ee             182.22        4          123.80        58.42
  2531 e3e290b38963293022cdcd6db8328103             182.04        3          135.70        46.34
  2532 6601ee6383e7f452be71929f8de48bbb             181.94        2          153.60        28.34
  2533 99cd94252748d2bdde08e17858233602             181.32        2          159.80        21.52
  2534 f1ce5fdecd64935c28b9ff932751d0dc             180.53        2          158.00        22.53
  2535 ace601496e211a664100321f038f50af             179.92        1          165.00        14.92
  2536 5444b12c82f21c923f2639ebc722c1ea             179.46        1          169.90         9.56
  2537 913fd0ebba70bb919f7254a02239173c             179.12        1          159.90        19.22
  2538 1927cdb9fa74f5270097f6250e8e8f34             178.92        1          120.00        58.92
  2539 e09887ca8c7bf8a4621ce481820414ef             178.66        3          119.96        58.70
  2540 fc38b5dceee1a730fad8853453437fbd             178.01        5          119.20        58.81
  2541 f266295f49a28eee21f413e0cbb0521d             177.94        2          149.80        28.14
  2542 d26aa40b90272d4843d63be7c1462c8d             177.42        2          152.90        24.52
  2543 077c5fae4bea9500e3737b16f71b9d3a             177.24        4          106.80        70.44
  2544 96f7c797de9ca20efbe14545bed63eec             176.97        1          138.60        38.37
  2545 89757206b887aed36f3e18d858460fea             176.14        2          120.50        55.64
  2546 7a188843479798ca813108fa7b959286             175.86        1          149.70        26.16
  2547 553a440137d6e0cf776aee0bb83ac9f5             175.14        2          144.80        30.34
  2548 dde698c6d0bd24834c586e5111c2bba7             175.09        1          155.90        19.19
  2549 9bade61a92bed55a25d2b67b9f4ed739             174.80        2          117.68        57.12
  2550 fa8d335d68129e464e60c1826a683e96             174.68        1          139.90        34.78
  2551 e9c2dc0dd4ac38448289be644ac94f42             174.61        3          118.39        56.22
  2552 ce3ad9de960102d0677a81f5d0bb7b2d             174.21        1          158.00        16.21
  2553 2039c5e51785b5dde7cf93ccb3b7be2c             173.68        1          159.90        13.78
  2554 4dab98ca6cd6d3df586203cefd28a042             173.23        1          154.90        18.33
  2555 c26ba52cf8d2f34915f2f6b7ffa0a3f3             172.65        4          125.96        46.69
  2556 fc0b214b59a83615fea981c6424a02ae             172.04        1          159.90        12.14
  2557 fc908879b9ca1bd65419e54e50432d38             171.88        4          119.20        52.68
  2558 2f9b7ce230a057a98a9f5df5893ee36c             171.85        2          141.82        30.03
  2559 0b3f27369a4d8df98f7eb91077e438ac             171.39        2          146.51        24.88
  2560 37303482a42fb700d8d127e70a9cd6c8             171.38        2          148.89        22.49
  2561 3903c788ded8dc03b5ebab37a2f3e9a1             171.25        5          119.98        51.27
  2562 f049a72cf58fd31b11f8919cade515e7             170.99        3          138.75        32.24
  2563 44717f64ec2a457979cf83c429077666             170.91        2          107.00        63.91
  2564 3442033154be05bac582e173ef54fd12             169.39        1          161.00         8.39
  2565 4867209cb29b56b92893d7bde3ce8012             169.15        1          150.00        19.15
  2566 d8b8f2cf9ff6ba0389072541cb42498c             169.01        1          149.00        20.01
  2567 f3041c2e75ec683697a6a5ea82192210             169.00        1          145.00        24.00
  2568 2d34636518ba88f5349b732fcf8ba2e4             168.63        1          150.00        18.63
  2569 0b09101900100c0e9d312861fad5a1b9             168.36        1          153.75        14.61
  2570 9523fb39dd240aa958e040f8183d64f3             168.29        1          146.99        21.30
  2571 bca9230d3bbb4efa51872bf605a2f1ad             168.20        5          117.57        50.63
  2572 50a7e551a7b3f8d37cd6e32d8bfbe5ea             167.96        1          140.00        27.96
  2573 d3891911c2feae53c52fea2bd14054e5             166.99        2          141.00        25.99
  2574 1e47d8b6546eb3a77b1acddcc9406242             166.71        1          149.90        16.81
  2575 941554c5757b73ba0e50aa7732310afc             166.35        3          107.69        58.66
  2576 57a834594e1e9e9219603bfec184eadc             166.05        1          139.00        27.05
  2577 7c4adcc13272c0e26fa23aac642adb7b             165.63        2          135.00        30.63
  2578 c398bc00a606d33758afd91f4e64fd15             165.50        2          150.00        15.50
  2579 49f8d2ea7b718d0ce587d34207caf2b4             165.26        1          149.90        15.36
  2580 c7bb64409aa480bb7d0335faaaf3d242             165.16        4           97.60        67.56
  2581 dd39ad39b5d3df33037e141c72497ba6             164.85        2          135.80        29.05
  2582 9fe7c6641c79970ab48185498f547c09             164.71        1          130.00        34.71
  2583 4ddeb3e828550cddc8d45c8bc36ab2d1             164.45        1          152.00        12.45
  2584 fd312b6bf05efac6c3772d5b52205d8a             164.32        2          118.70        45.62
  2585 47f55702f598c7c6cc8458b0fbc1c49a             163.40        2          127.50        35.90
  2586 391bbd13b6452244774beff1824006ed             163.20        2          127.80        35.40
  2587 1b0b0f4f95e962d6f32fe90c759d0479             163.17        2          139.80        23.37
  2588 59bbc819b99a733f02f0d6b49d1c253d             162.75        2          139.80        22.95
  2589 19d62d484cba71963c93f0f00ab42013             162.59        1          139.90        22.69
  2590 3bb32fedaa74e4ad20f4ce067733bd31             162.56        2          103.70        58.86
  2591 8cf21434553b02cbd37c0bbd07e041b0             162.13        2           94.98        67.15
  2592 f664f98bfda2eaf266a23ff144e7a872             161.80        2          153.99         7.81
  2593 461ff5303b6c9c1a4a07f40c5aece516             161.43        3          102.70        58.73
  2594 398cb257329ef7af7f1943a8974a3cbc             161.37        1          145.90        15.47
  2595 8eb88b0acb3f90a717ad659221471fa7             160.67        2          119.80        40.87
  2596 a89e143d5211473ae18db9577ee34b64             159.68        2          140.00        19.68
  2597 e8ff5a6ceb895583033fc2a0f314e3c2             158.97        1          139.89        19.08
  2598 ab91571efab27993ff2f6b36e38055c3             158.93        3          102.24        56.69
  2599 36f98ad67cc981f50ce8aed093d5783c             158.62        2          119.40        39.22
  2600 3f8247d0f772ffa58560e5c682521ad5             158.45        1          139.90        18.55
  2601 1fbe10c70e30765ed1de86d9f7e98409             158.11        2           98.75        59.36
  2602 e82de6494d91d3c4c54450f59b227a94             157.70        3          118.90        38.80
  2603 741f8c587cb4248ebc5b779a0e8e0e51             157.64        5           89.95        67.69
  2604 be1e9e378700cecaa4ebf71433d7915c             157.51        2          119.89        37.62
  2605 e00d85ce20ea50c1224c66ca5050527d             157.30        1          149.00         8.30
  2606 4c4d546adf3c3868fe19c9ec6e9ffda9             157.09        2          111.70        45.39
  2607 062c325cd6a2b87845fab56b4ec2eeae             157.08        2          133.22        23.86
  2608 40ec8ab6cdafbcc4f544da38c67da39a             157.00        2          117.80        39.20
  2609 59de1d4c8c057c2a53acd4ca66531af2             156.75        1          135.00        21.75
  2610 712efd3b68f9686dc856b84abd0f21ae             156.16        1          139.00        17.16
  2611 9558aa23f77a9e0a0eca83540999f43b             155.58        2          125.70        29.88
  2612 4a5b36211b1f51bf7eaa5c10a57fa483             155.26        1          139.19        16.07
  2613 bf0045791395e66460eb04749c68672a             155.25        2          119.80        35.45
  2614 876182d1918783bbe15233febfbd4926             155.00        3          120.27        34.73
  2615 26e2e5033827d2ba53929f43e03d8ffe             154.78        1          139.49        15.29
  2616 96e5dc09087bad639b4ee193104ec2e5             154.44        2          101.90        52.54
  2617 aa1eb17b9fdf6dfd546e25c45c7b9235             154.26        3          117.99        36.27
  2618 e5bd51692380fd8cabb19b756b95e714             153.04        3          119.70        33.34
  2619 f114dca2828bf718548db175ebe2cfcd             152.99        1          139.00        13.99
  2620 519a7aa428f18d125a283cf8c014fdd6             152.80        3           79.70        73.10
  2621 934ed5cd1b9c1c7382d0a94a94b9e639             152.47        1          125.85        26.62
  2622 788f22bafdd7ab0e1e79f19db72f16a4             152.04        2          125.80        26.24
  2623 13dd308f81fea30cc670c656b2b46cc3             151.14        3          117.70        33.44
  2624 5f57db27027655e6c6a391601daa0258             151.04        1           98.00        53.04
  2625 910a922b426b7ff95eaee129ad6c0e1f             150.96        2          119.80        31.16
  2626 60ad151920c4f6f3ebbe8cfdf6166779             150.67        2          130.00        20.67
  2627 8c351ed7c326c62123318f4f3246e906             150.66        2          114.90        35.76
  2628 4c60877808f4318ef1107fbeb8f89afa             150.63        2          118.00        32.63
  2629 b416191c9813d821a295cfabafff4161             150.14        2          117.80        32.34
  2630 0f80a40c312b2472dca482cf50f5186f             150.00        1          129.90        20.10
  2631 d4a5e99e0dd915df64ba55a7fbd583fd             149.75        2           65.15        84.60
  2632 296729ffb9b684050dd24836dac4494a             149.61        2          114.00        35.61
  2633 739c7d7be81f63812dea0d1b1451c651             149.30        2           77.50        71.80
  2634 e88165a185134e13fdfc85d4fa654db8             149.22        2          108.00        41.22
  2635 d8bf0fc082fd4a77fc2e5679b6c00133             149.04        1          139.90         9.14
  2636 570d4583587a5fe2d47c7be89b91ad27             148.92        2          125.25        23.67
  2637 2fa13c8bd5705d279f7ed5cc9ec61c68             148.70        2           87.40        61.30
  2638 c87abc38c8ed3240861729e1aeadf221             148.68        1          133.00        15.68
  2639 db6a4d4b5f1f5f98820ce6ce2619e2de             148.15        1          135.99        12.16
  2640 693660429f9dc4ff704eb3d88dad54d7             148.12        2          124.00        24.12
  2641 52454f90d4c30c016768db02f88c1a74             147.67        3           80.50        67.17
  2642 7c4402417d51474d4d0cda9557340e40             147.59        1          119.90        27.69
  2643 2f3d8b4c9e2ee165075331fea3f3095a             147.35        1          130.00        17.35
  2644 a90a5da8b09e44264a177c0374a5ac87             147.30        3           74.70        72.60
  2645 2b5ed0c9139dae8883a200dfcb272ece             144.75        4           85.41        59.34
  2646 70126eecc6aa1274392a1743866e9678             144.74        3           97.40        47.34
  2647 e732329483fd5f27367dd997b47f598a             144.47        1          109.90        34.57
  2648 dc120d932ddf9d4dfb6fd68beefda622             144.44        1          130.00        14.44
  2649 c092292535a57dacd95a8765f5518f87             143.98        1          125.00        18.98
  2650 b6f52e346160519c24a23af05410ad32             143.25        1          129.90        13.35
  2651 e5c84227854980f1db19a58958c551d9             141.64        4           72.81        68.83
  2652 88af55b4a7ca402b27df16f7c7c9b5d2             141.52        1          130.00        11.52
  2653 e5def42655b7490edac5a56fe8e9e603             141.42        1          129.90        11.52
  2654 e9b6c33b71b67737693b4cfa68341c8d             141.39        1          119.90        21.49
  2655 c4b911d06343b21dd906651f8101cb49             141.33        2           90.98        50.35
  2656 160851d3ece7aa1a510f8d1a4bb8a8af             141.15        2          102.05        39.10
  2657 11d4c477d09821164bca4f70a2eae031             140.86        3           83.04        57.82
  2658 a69aa24cec11168e7e39a3fbc727e925             140.29        3          105.97        34.32
  2659 e3e15e2c0b9700561efac21c6be48066             139.74        3           97.24        42.50
  2660 bba8d0c234a52b87b3957037a215d1a4             139.53        1          120.00        19.53
  2661 003554e2dce176b5555353e4f3555ac8             139.38        1          120.00        19.38
  2662 cb5ff1b9715e99589f3e0c7a6afab9e3             139.03        4           85.00        54.03
  2663 d52cbce9845184537284a23c3bc3da0e             138.78        2           75.00        63.78
  2664 01266d4c46afa519678d16a8b683d325             137.48        3           90.25        47.23
  2665 f9a02f1922d1de564392e656d82b3fda             137.39        1          125.90        11.49
  2666 00d8b143d12632bad99c0ad66ad52825             137.10        1           86.00        51.10
  2667 a353b1083c9863d756d9404695016d64             137.09        1          120.00        17.09
  2668 35281d148dcf7134bae913c57db4e6da             137.02        1          119.99        17.03
  2669 4be9ae93c4fc0f41713d71a4194ee1b3             136.97        1          109.90        27.07
  2670 164a5a8794e6d42e14f55e447b12a3bc             136.76        1           73.99        62.77
  2671 9e17b9d64683aebcbb9ee362d06463b4             136.67        2           98.70        37.97
  2672 781a66c0d89e30814d49fe8b5e14cd07             136.30        1          115.00        21.30
  2673 d1aa1ec0839dcab73a6161130eb1f94a             136.04        1          119.90        16.14
  2674 630008e0f062605a415d694489f6f82e             135.50        2          105.15        30.35
  2675 a150c540f572d0fb53992264bc5c10b5             135.49        1          119.90        15.59
  2675 07a9bc7f61396b658ddf3ac534efe44c             135.49        1          119.90        15.59
  2676 6235903333ba7de1928c869e268e5964             135.48        1           94.06        41.42
  2677 8dd386be0767c330276ea6a3f96532d3             134.48        1           89.98        44.50
  2678 d8d9567d0bfb0bc7eb845a205ba42657             134.31        4           74.60        59.71
  2679 623ad9d0c1e14bb5464a8c72bff7b4af             133.96        1           95.00        38.96
  2680 674207551483fec113276b67b0d871ff             133.84        1          119.90        13.94
  2681 9c3a1c416c765687bc79a04113269929             133.80        1           74.90        58.90
  2682 0dfbed20065e425d2eaefb101f9816c0             133.60        3           84.35        49.25
  2683 9bf11dfc0bec77e5a23028043c3c5a8f             132.06        1          115.00        17.06
  2684 1cbcd2ee0afb3fc09963b87eb65e7e4f             130.65        1           90.00        40.65
  2685 2c9005d8043aff18b8557ffb7b13cda4             129.64        1          109.90        19.74
  2686 93bef6edaa84956e8e575016449b6351             129.56        1          115.00        14.56
  2687 43b2c864251aa0ce4030c746984e088a             129.32        2           94.80        34.52
  2688 011b0eaba87386a2ae96a7d32bb531d1             129.16        1           99.98        29.18
  2689 324583d68897f5ddbaf38f6248322176             127.99        2           84.00        43.99
  2690 28d162ab86bb49d719c32f0ee6186eaa             127.20        1          109.99        17.21
  2691 bcf5566870987da7bc811fbc8c5b9fd9             127.12        1           96.00        31.12
  2692 62de60d81c55c29d76a6bce418b31cef             126.87        1          103.00        23.87
  2693 80cfd480be3eb6d6267139f5cb793555             126.34        1           99.90        26.44
  2694 f43827dd686be3a4a80e00aa299990fb             125.74        1           95.54        30.20
  2695 eaaa46e98c9e61f6764dd1d7a2ab8b3e             125.64        1           98.00        27.64
  2695 be67f78487e2cecb0d55bc769709e4f5             125.64        1          102.00        23.64
  2696 7bb8fac2913a6064ec412e583c6d8b4d             125.52        1          109.00        16.52
  2697 60da8bfa7eebe230b7d66ac4082d79b3             125.27        3           86.60        38.67
  2698 443d880f15cbd3572885e1d44bf2c478             125.00        1           94.80        30.20
  2699 253c025bab43881055aeecde5e2d8b77             124.33        2           94.82        29.51
  2700 b8d890108a7a80e4f5d59eea9f362438             124.29        2           89.70        34.59
  2701 ac1ed5fc15901fbc92920361eb4ab350             124.04        1          110.25        13.79
  2702 2aafae69bf4c41fbd94053d9413e87ee             123.87        2           94.00        29.87
  2703 5741dc2bf5044c34d0698681c5081bed             123.75        3           89.70        34.05
  2704 db1f0f7c7e5e87f40b62226f020bb297             123.73        3           59.01        64.72
  2705 889009a0ed0bb52c87819941192931b8             122.98        1           89.90        33.08
  2706 92992bec39dde5766f590d3b1f46d465             121.67        1          109.00        12.67
  2707 a4fc6eadaff1576af888509a53420f6a             121.62        1          100.86        20.76
  2708 247587846358bb1d2e4c6522020b36fe             121.51        1           99.00        22.51
  2709 05aebce0b5c8f0d41b29b686f2d05fd3             120.88        2           74.99        45.89
  2710 9d213f303afae4983637247556438ede             120.81        2           47.70        73.11
  2711 4fae87d32467e18eb46e4a76a0a0b9ce             120.80        1          100.90        19.90
  2712 db7ed69a53aa9fb1c01930ba54a88bbe             120.78        1          109.00        11.78
  2713 4cc43a222a0f94910728b62b97a8c5f8             120.76        1          108.50        12.26
  2714 a2b911e9ad40dc7d61c142a4683e2d85             120.30        1           85.90        34.40
  2715 217f005bb37ff3aeef5b2ae1788e75ba             120.22        3           74.97        45.25
  2716 2cb98e27ce1c18abdb42209b34c382a7             119.70        1           62.49        57.21
  2717 2d20f1cd18725c91147da0791d498022             119.69        1           99.80        19.89
  2718 4fe2f67634d00c021aa01f96b6f2d68e             118.84        2           86.80        32.04
  2719 271b8923c6a549e02d3c9fd1f8c0422b             118.59        1          105.19        13.40
  2720 028872bfa080090a9d0abd4f1af168f8             117.87        1           70.50        47.37
  2721 74a9b9bddf14ece02beb81f52c41a88d             117.06        2           95.00        22.06
  2722 79b93a308a97792cf53ac75f46da00b5             116.04        1           99.90        16.14
  2723 17998cf586426bf0f2c3726cb0a4b211             115.52        2           69.80        45.72
  2724 9b1050e85becf3ae99c1cf4934c9bc5d             115.34        2           85.14        30.20
  2725 26562f211dd1364af2a8596dc945e8ae             115.11        2           99.00        16.11
  2726 aa8af66c623d7d544dfe4bb85b5ebe3b             114.57        1           99.00        15.57
  2727 aa17b35ce4de7b565be3249ba838944f             114.00        2           79.80        34.20
  2728 3d2400ac620cffa23ac81bd192f7f555             113.90        1          105.00         8.90
  2729 6b2612338467c08c9b25f0cc55b1578d             113.87        1           92.90        20.97
  2730 1c742ac33582852aaf3bcfbf5893abcf             113.69        1           97.90        15.79
  2731 7a073a40a9d3f1fee8bc45670ea1e909             112.78        1           95.00        17.78
  2732 918f6fbcf3ab724d805867303e593a1b             112.58        2           79.70        32.88
  2733 376d67b61dce0c990155286e7ae486a4             111.91        1           94.00        17.91
  2734 7f02656561b680def9986c0795a8a080             111.83        2           84.00        27.83
  2735 270572bb714b00531be85e16e1550f26             111.76        1           96.99        14.77
  2736 fa7ad8ae9bcb2c4493fdf38e96b1d74f             111.70        1           88.00        23.70
  2737 fc99f99385ae90f66f01733856fb88c9             111.02        1           89.90        21.12
  2738 a7c53f6b3b61adbdaa99dda97e8cbd56             110.30        1           99.00        11.30
  2739 a5ff20ff766e7f50bd5066f33da14413             110.17        2           66.59        43.58
  2740 65c255b299faf2d12050937cc219c46c             110.08        2           88.20        21.88
  2740 00ab3eff1b5192e5f1a63bcecfee11c8             110.08        1           98.00        12.08
  2741 7a704e63bb29c446869efde5d57524c8             109.90        1           94.49        15.41
  2742 154bdf805377afea75a3bd158e9eab10             109.72        1           89.90        19.82
  2743 22a23e5ac7061fc538cc2a019afaaf16             109.42        1           95.00        14.42
  2744 166e8f1381e09651983c38b1f6f91c11             109.00        2           78.80        30.20
  2745 6d04126aba80df143fd038e711b8fd96             108.86        1           89.99        18.87
  2746 e4253cef933647000a82ff39c67b7bde             108.73        2           68.00        40.73
  2747 d7d517afce974cd491b8d52bb5b5b1fc             108.72        1           89.99        18.73
  2748 a72f15980dc3e9bfd1a49ac9b2f3af65             108.63        1           89.90        18.73
  2749 dd264199fc8b687ad029de7de6d760e6             108.60        1           87.90        20.70
  2750 cac4e0bc1a3269fa2b6ea5e763f6115b             108.02        2           57.88        50.14
  2751 eb4a59a06b3948e851a7d7a830bcbc42             108.00        2           64.00        44.00
  2752 2bdb95a56a36ebbc6640337ac5eac174             107.90        1           89.90        18.00
  2753 5de1c80811ce7007f62f00d971236c09             107.75        2           76.80        30.95
  2754 d598f929fc44e1e38678e7f47250ec04             107.30        1           69.90        37.40
  2755 c85d7b477a709c85a1e8b8f25aa1b270             107.22        1           75.00        32.22
  2756 6624bc09786f0e41ae48dfc5eeb1a9e2             107.01        1           89.54        17.47
  2757 a56a8043ebf66e42119618fb8cf232c6             106.73        1           83.00        23.73
  2758 5305693ffae2d3463377b1f6fe67b15a             106.55        1           93.56        12.99
  2759 e4f121bf6ef8b9a1d4d3e65dd0473fab             106.46        2           70.00        36.46
  2760 f8f35af4634605e6693c17cc3ffff5a8             106.39        1           90.00        16.39
  2761 b86a47b3366e3b5424a7b225781f4908             106.35        1           86.50        19.85
  2762 499185655c29ecfdbfe776ef7cf875b5             106.33        1           89.00        17.33
  2763 83d458c0d6d4f94295d63f091460bd60             105.74        1           89.90        15.84
  2764 dedcab67899479e4ea5dcc4eba47f587             105.64        2           84.00        21.64
  2765 29c322e3f09f886f8bacbe91dfbd979e             105.57        1           48.98        56.59
  2766 20fd2d2080ed85fa67fad3fcbb2c1813             105.47        1           85.90        19.57
  2767 466222e777149751370e7e98fb623b0c             105.45        1           87.90        17.55
  2768 bbf4a892cac7b82422baa711dffb8997             105.34        1           70.00        35.34
  2769 4aba6a02a788d3ec81c03137144d9a80             105.28        1           89.90        15.38
  2770 1fddcb7b326905d3ad5efe82187db347             105.22        1           92.00        13.22
  2771 6187a137b2af59dfdbad8d9f8c373c14             105.02        2           74.80        30.22
  2772 a7b7354cc588f7566a848bcbb1ce3d96             104.87        2           79.80        25.07
  2773 b5dd7151a92ccaaa282cbe9681a05f44             103.70        1           85.00        18.70
  2774 5587130f9850696ed7fafbc91c2cee44             103.49        2           69.80        33.69
  2775 da2782c804606d2a5d8e1760dbb3e7ec             103.37        1           89.00        14.37
  2776 f3055483058c84d75ca2a3314fb4deef             103.29        1           67.50        35.79
  2777 5a32c398a06c345440bf2a683b017ad3             102.97        2           79.80        23.17
  2778 0f519b0d2e5eb2227c93dd25038bfc01             102.90        1           79.90        23.00
  2779 15b3b1b81484422eb41df68ac87f1f50             102.89        2           78.35        24.54
  2780 a1bea9970d8f65b240555f99c2214f7f             102.48        1           75.00        27.48
  2781 48e5ee06fb2dc74df1c711a9b6dfac2a             102.30        1           57.00        45.30
  2782 f09e26011d833ddab11593c1a097a92a             102.09        1           79.90        22.19
  2783 b452cb0ae35044c4a53179c39f49fb06             101.99        2           63.70        38.29
  2784 c2bda99904207edd1834f03e0022b007             101.68        2           79.80        21.88
  2785 83f2b4881141ce3fcd4e985125d3279e             101.38        3           60.70        40.68
  2786 3febca52652e7209509ccfe61cbde40e             100.90        2           84.00        16.90
  2787 42d4b7e70819438f5ada61c965e92d7e             100.78        1           49.60        51.18
  2788 c6381b1321d7d97717a5bb4ed5b77882             100.01        2           66.00        34.01
  2789 43a5d4a57af536fddc96d08be3afdfcb              99.83        1           75.00        24.83
  2790 a7d0f8dd44f57ef6de7f7f02e3d82630              99.67        2           73.79        25.88
  2791 dadc51ef321949ec9a3ab25cd902e23d              99.34        1           85.00        14.34
  2792 42fb44130ac3134cde8e35cf8ec7df25              99.14        3           62.70        36.44
  2793 cd233f8bfa30ebfd651f47ee7d054951              98.56        1           79.90        18.66
  2794 8fb67a334bacec338885b4e9e1708073              98.42        1           59.90        38.52
  2795 52b53f7061969fe471d119b6195da864              98.37        1           90.00         8.37
  2796 dcb7367a92f5ffb89f1e2152ed260285              98.34        1           79.90        18.44
  2797 c542f5a8c64d973f30e9df8d06f70b4a              98.31        1           81.00        17.31
  2798 97e50a621f8e801f4baf69e08687c192              97.78        1           89.90         7.88
  2799 ca5832c6960267b71041f74bb39e8b12              97.71        1           79.90        17.81
  2800 ba8e85df286308fe68a2ce83a8f8b2d6              97.66        1           80.90        16.76
  2801 1d0646a72178a6fb37ee8082140e06ec              97.62        2           61.00        36.62
  2802 1a8e2d9c38b84a9702ac7922924b0573              97.00        1           80.00        17.00
  2803 b3809b8d4394588a47c8470ea331e135              96.88        1           89.00         7.88
  2804 9fbd5666d8618fa571c4230fafa09bd6              96.71        1           79.90        16.81
  2805 6dd7dce75cd55c1ce255dc38d9f0cd46              96.33        1           75.00        21.33
  2806 c8771b1a10bb99bb34d3c459c5cffb53              96.10        1           64.90        31.20
  2807 c0f3eea2e14555b6faeea3dd58c1b1c3              95.65        1           79.99        15.66
  2808 b3e2faf2c1004d674f16a3aa3197f0e1              95.24        3           61.47        33.77
  2809 8f0fbe2cd4d472157dc1cdef6edecaa9              94.76        2           71.88        22.88
